iter	Logloss
410	0.2149996151
411	0.214793087
412	0.2145933426
413	0.2144861253
414	0.2143317938
415	0.2140972272
416	0.2139364115
417	0.2137841268
418	0.21356944
419	0.2133997398
420	0.2131626334
421	0.2129048064
422	0.212760719
423	0.2126091131
424	0.2124737576
425	0.2123405354
426	0.2121982006
427	0.2120463843
428	0.2118264634
429	0.2116318072
430	0.2114584233
431	0.2113211902
432	0.2111718476
433	0.211026073
434	0.2108688608
435	0.2107852459
436	0.2106831592
437	0.2106046836
438	0.2104074048
439	0.210258644
440	0.2101302409
441	0.2100086396
442	0.2098091925
443	0.2097047484
444	0.2096283701
445	0.2095512581
446	0.2094164962
447	0.2092628585
448	0.2091263006
449	0.2090093085
450	0.2088852944
451	0.2087549206
452	0.2085807362
453	0.2084023216
454	0.2082773242
455	0.2080554661
456	0.207903109
457	0.2076969325
458	0.2075378521
459	0.2073974311
460	0.2072781567
461	0.2071310079
462	0.2069798295
463	0.2068701969
464	0.2067088208
465	0.206569377
466	0.206413426
467	0.2062803791
468	0.2061522855
469	0.2060596352
470	0.2058742079
471	0.205641298
472	0.2054597631
473	0.2052897206
474	0.2051417789
475	0.2050296925
476	0.2047610204
477	0.204542188
478	0.2043619136
479	0.204034118
480	0.2039114029
481	0.2037848683
482	0.2036230046
483	0.2034898601
484	0.2034131866
485	0.2033009479
486	0.2031633803
487	0.2030429664
488	0.2028764983
489	0.2027329254
490	0.2025038174
491	0.2023948864
492	0.2023191503
493	0.202188706
494	0.2020388287
495	0.2019245608
496	0.201756641
497	0.2016249745
498	0.2015199607
499	0.2014300562
500	0.2012366824
501	0.2011261718
502	0.2010526014
503	0.2008409216
504	0.2006335256
505	0.2004713054
506	0.2003270562
507	0.2002265687
508	0.2001140152
509	0.1999728437
510	0.1998189647
511	0.1996780951
512	0.1995009933
513	0.1993779186
514	0.199268816
515	0.199148116
516	0.1989925207
517	0.1988713174
518	0.1987480314
519	0.1986065868
520	0.1984951742
521	0.1982993067
522	0.1981680381
523	0.198065052
524	0.1978977954
525	0.1976950271
526	0.1975262884
527	0.1973953638
528	0.1972472242
529	0.1970508413
530	0.1969309862
531	0.1967924455
532	0.1966059084
533	0.1964843114
534	0.1963489442
535	0.1962809263
536	0.1961592352
537	0.1960472257
538	0.195841862
539	0.1956690281
540	0.1955832558
541	0.195266221
542	0.1951563257
543	0.1950574625
544	0.194869382
545	0.1947284745
546	0.1946337967
547	0.1945127758
548	0.1944136139
549	0.1942506484
550	0.1941549279
551	0.1940238239
552	0.1938896078
553	0.1937933845
554	0.193693845
555	0.1935609712
556	0.1934418803
557	0.1932550339
558	0.1931576886
559	0.193044748
560	0.1929837928
561	0.1928547818
562	0.1927975067
563	0.192682203
564	0.1925457471
565	0.1923079126
566	0.1922368352
567	0.1920717801
568	0.1919903456
569	0.1919081941
570	0.1918239783
571	0.1916680007
572	0.1915713811
573	0.191454405
574	0.1913648548
575	0.1912646301
576	0.1911815118
577	0.1910332292
578	0.1909147272
579	0.1907939716
580	0.19066596
581	0.1905338913
582	0.1904383567
583	0.1903590011
584	0.1902785423
585	0.1902061503
586	0.1901079144
587	0.1900131527
588	0.1899280621
589	0.189805593
590	0.1897029688
591	0.1895799497
592	0.1894039386
593	0.1892392132
594	0.189161058
595	0.189053856
596	0.1889161205
597	0.188728157
598	0.1886156038
599	0.1884811938
600	0.188319239
601	0.1882146226
602	0.1880761745
603	0.1879235759
604	0.1877257008
605	0.1876228615
606	0.1874832463
607	0.1873722751
608	0.18722163
609	0.1871448722
610	0.1870550385
611	0.1869440429
612	0.1868380976
613	0.1867257378
614	0.1866266756
615	0.1865611052
616	0.1863924572
617	0.186266924
618	0.186155825
619	0.1860354498
620	0.1859544633
621	0.1858563254
622	0.1857604758
623	0.1856209814
624	0.1854157965
625	0.1852996164
626	0.1852364177
627	0.1850869305
628	0.1849760365
629	0.1849060054
630	0.1848117643
631	0.1847146778
632	0.1846112713
633	0.1844945211
634	0.1843913433
635	0.1843115147
636	0.1841807665
637	0.1840676827
638	0.1840021771
639	0.1838744632
640	0.1838209106
641	0.1837275009
642	0.1836238828
643	0.1834063356
644	0.1832706343
645	0.183204221
646	0.1831392507
647	0.183046928
648	0.1829483876
649	0.1828812834
650	0.182778541
651	0.182626349
652	0.1825166064
653	0.1823796508
654	0.1823220716
655	0.1820958252
656	0.1820140766
657	0.1819276396
658	0.1818745815
659	0.1817659665
660	0.1816814326
661	0.1815919608
662	0.181470445
663	0.1813478565
664	0.1812439097
665	0.1811597152
666	0.181010923
667	0.1809547078
668	0.18088434
669	0.180743008
670	0.1806437318
671	0.1805263798
672	0.1804555342
673	0.1803737893
674	0.1802494317
675	0.1801550135
676	0.1800832844
677	0.1799864622
678	0.1799158676
679	0.1798062212
680	0.1796839522
681	0.1795931738
682	0.1795361217
683	0.1794962515
684	0.1794015511
685	0.1793161643
686	0.1792010373
687	0.1790835628
688	0.1789914291
689	0.1788797119
690	0.1787019488
691	0.1786364647
692	0.178532734
693	0.1783315465
694	0.1782487382
695	0.1781038528
696	0.1780275532
697	0.1779514772
698	0.1778533653
699	0.1776365734
700	0.1775254549
701	0.1774129627
702	0.177271465
703	0.1771203974
704	0.1770500689
705	0.176965795
706	0.1768941453
707	0.1768182025
708	0.1766865482
709	0.1765567148
710	0.1764342253
711	0.176318726
712	0.1762300454
713	0.1760863312
714	0.1759808845
715	0.1759240275
716	0.1757751082
717	0.1756979292
718	0.1756152719
719	0.1755167355
720	0.1754501581
721	0.1753497858
722	0.1752587567
723	0.1751224978
724	0.1749948296
725	0.1749210265
726	0.1747853769
727	0.1746601555
728	0.174542639
729	0.1743851981
730	0.1742810252
731	0.1742023403
732	0.174156169
733	0.1740365342
734	0.1739468179
735	0.1738703183
736	0.1737578156
737	0.1736851346
738	0.1736101965
739	0.1735226445
740	0.1734088951
741	0.1733228991
742	0.1732544138
743	0.1731809893
744	0.1730832119
745	0.1729909118
746	0.1729184677
747	0.1728261949
748	0.1727636123
749	0.1726836367
750	0.1725447729
751	0.1724372429
752	0.1723400196
753	0.1722312736
754	0.1721402913
755	0.172061638
756	0.1719708238
757	0.1718413752
758	0.1717596195
759	0.1716913219
760	0.17162388
761	0.1714950196
762	0.1714264983
763	0.1713688798
764	0.171276402
765	0.1712165832
766	0.1711637072
767	0.1711064733
768	0.1710045675
769	0.1708870549
770	0.1708254369
771	0.170758766
772	0.1706927837
773	0.1705903654
774	0.1704689962
775	0.170370199
776	0.1702864016
777	0.1701802804
778	0.1700782348
779	0.1700203451
780	0.1699064989
781	0.1698527761
782	0.1697438168
783	0.169663524
784	0.1695699844
785	0.1694988654
786	0.1694300081
787	0.1693216377
788	0.1692372554
789	0.1691902336
790	0.1691468803
791	0.169056425
792	0.1688447483
793	0.1687607721
794	0.1686933351
795	0.1686657005
796	0.1685707023
797	0.1684668504
798	0.1683737313
799	0.168318011
800	0.1682538482
801	0.1681215499
802	0.1679848593
803	0.1678985307
804	0.167843701
805	0.1677632578
806	0.1676917899
807	0.1676362036
808	0.1675313579
809	0.1674452846
810	0.1673691247
811	0.1672657733
812	0.1672135886
813	0.1671589098
814	0.1670667824
815	0.1668763883
816	0.1667891873
817	0.1666844383
818	0.1665492627
819	0.1664764312
820	0.1664105804
821	0.1663422125
822	0.1662453243
823	0.1661715279
824	0.1660536789
825	0.1659546073
826	0.1658359676
827	0.1657494012
828	0.1656412147
829	0.1655154964
830	0.1654541375
831	0.1654009895
832	0.1653124772
833	0.1652416156
834	0.165149792
835	0.1650669963
836	0.1649549698
837	0.164850348
838	0.16479098
839	0.1647026663
840	0.1645547921
841	0.1644710071
842	0.1643965604
843	0.1643132157
844	0.1642151138
845	0.1641528309
846	0.1640989438
847	0.1640398392
848	0.1639471908
849	0.1638825208
850	0.163781373
851	0.1637085877
852	0.1636593091
853	0.1635716536
854	0.1634663048
855	0.1633546354
856	0.1632837423
857	0.1632123157
858	0.1631427272
859	0.1630588259
860	0.1629895936
861	0.1628981609
862	0.1628052742
863	0.1626696697
864	0.1625971248
865	0.1625416984
866	0.1624619077
867	0.1624145711
868	0.162286072
869	0.1622174001
870	0.1621541698
871	0.1620592854
872	0.1619917789
873	0.1619325203
874	0.1618410428
875	0.1617570524
876	0.1616339075
877	0.1615647776
878	0.1615324408
879	0.1614831048
880	0.1614283289
881	0.1613922314
882	0.1613033345
883	0.1612276359
884	0.1611654709
885	0.1610485034
886	0.1609161711
887	0.1608165194
888	0.1607566197
889	0.1607281707
890	0.160679494
891	0.1606299121
892	0.1605727743
893	0.1605005958
894	0.1604308231
895	0.1603483947
896	0.1602841065
897	0.1602106123
898	0.1601524374
899	0.1600093052
900	0.1599211046
901	0.1598497442
902	0.1597905958
903	0.1597022987
904	0.1596349407
905	0.1595658335
906	0.1594898658
907	0.1593855878
908	0.1593322415
909	0.1592180643
910	0.1591300287
911	0.1590253472
912	0.1589735851
913	0.1589142498
914	0.1588442426
915	0.1587682367
916	0.1587239723
917	0.1586532238
918	0.1585768158
919	0.1584559937
920	0.1583736719
921	0.1582992959
922	0.1582128474
923	0.1581591877
924	0.1581007812
925	0.1580170212
926	0.1579333272
927	0.1578578742
928	0.1577603796
929	0.1577060197
930	0.1576204688
931	0.1575339743
932	0.1574561235
933	0.1573973214
934	0.1573136283
935	0.1572049703
936	0.1571321111
937	0.1570861259
938	0.1569996978
939	0.1569656226
940	0.1568660432
941	0.1568075116
942	0.1566754069
943	0.1565866979
944	0.1565312998
945	0.1564434422
946	0.1563879186
947	0.1563185237
948	0.1562360229
949	0.1561300959
950	0.1560279878
951	0.1559159981
952	0.1558397306
953	0.1557557051
954	0.1557090677
955	0.1556575453
956	0.1556261612
957	0.1555657276
958	0.1555111288
959	0.155449526
960	0.1554020306
961	0.1553531253
962	0.1552938051
963	0.1552430293
964	0.1551252738
965	0.1550310948
966	0.154958364
967	0.1548911053
968	0.1548163543
969	0.1547709667
970	0.1547124181
971	0.1546668014
972	0.154624685
973	0.1545332282
974	0.1544240396
975	0.1542913015
976	0.1542442776
977	0.1541840605
978	0.1541080752
979	0.1539964504
980	0.1539137539
981	0.153834429
982	0.1537170783
983	0.1536353218
984	0.1535422618
985	0.1534240506
986	0.1533514365
987	0.1532836147
988	0.1532015851
989	0.1531614984
990	0.1531020818
991	0.1530558096
992	0.1530194194
993	0.1529416668
994	0.1528914813
995	0.1528174304
996	0.1527736042
997	0.1527317912
998	0.1526127733
999	0.1525720179
